User ID,User Link,Debug Link,Position,Tuple Index,Tuple Name,Problems,Cluster,Pair Type,V1 Metric,V2 Metric
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,1,20,cluster_4/tuple_8:cc_python_8_9:cc_python_9_3:cc_python_3,cc_python_8 + cc_python_9 + cc_python_3,cluster_4,logprob_vs_tokens,logprob,tokens
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,2,2,cluster_0/tuple_29:cc_python_29_19:cc_python_19_13:cc_python_13,cc_python_29 + cc_python_19 + cc_python_13,cluster_0,logprob_vs_tokens,logprob,tokens
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,3,9,cluster_3/tuple_6:cc_python_6_21:cc_python_21_9:cc_python_9,cc_python_6 + cc_python_21 + cc_python_9,cluster_3,mi_vs_logprob,mi,logprob
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,4,35,cluster_7/tuple_16:cc_python_16_25:cc_python_25_19:cc_python_19,cc_python_16 + cc_python_25 + cc_python_19,cluster_7,mi_vs_tokens,mi,tokens
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,5,37,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cc_python_24 + cc_python_15 + cc_python_10,cluster_8,logprob_vs_tokens,logprob,tokens
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,6,43,cluster_9/tuple_8:cc_python_8_10:cc_python_10_20:cc_python_20,cc_python_8 + cc_python_10 + cc_python_20,cluster_9,mi_vs_logprob,mi,logprob
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,7,8,cluster_3/tuple_16:cc_python_16_19:cc_python_19_23:cc_python_23,cc_python_16 + cc_python_19 + cc_python_23,cluster_3,logprob_vs_tokens,logprob,tokens
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,8,17,cluster_4/tuple_28:cc_python_28_4:cc_python_4_11:cc_python_11_good,cc_python_28 + cc_python_4 + cc_python_11,cluster_4,logprob_vs_tokens,logprob,tokens
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,9,13,cluster_3/tuple_7:cc_python_7_29:cc_python_29_0:cc_python_0,cc_python_7 + cc_python_29 + cc_python_0,cluster_3,mi_vs_tokens,mi,tokens
U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68,https://zzigak.github.io/refactor_study/?id=U1BDCE9A68&debugKey=xR9mK2nP7qL4wZ8v,10,25,cluster_5/tuple_5:cc_python_5_29:cc_python_29_7:cc_python_7,cc_python_5 + cc_python_29 + cc_python_7,cluster_5,mi_vs_tokens,mi,tokens
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,1,25,cluster_5/tuple_5:cc_python_5_29:cc_python_29_7:cc_python_7,cc_python_5 + cc_python_29 + cc_python_7,cluster_5,mi_vs_tokens,mi,tokens
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,2,23,cluster_5/tuple_28:cc_python_28_1:cc_python_1_19:cc_python_19,cc_python_28 + cc_python_1 + cc_python_19,cluster_5,logprob_vs_tokens,logprob,tokens
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,3,36,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cc_python_24 + cc_python_15 + cc_python_10,cluster_8,mi_vs_logprob,mi,logprob
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,4,5,cluster_2/tuple_5:cc_python_5_26:cc_python_26_22:cc_python_22,cc_python_5 + cc_python_26 + cc_python_22,cluster_2,mi_vs_tokens,mi,tokens
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,5,38,cluster_8/tuple_28:cc_python_28_3:cc_python_3_29:cc_python_29,cc_python_28 + cc_python_3 + cc_python_29,cluster_8,mi_vs_logprob,mi,logprob
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,6,33,cluster_7/tuple_11:cc_python_11_10:cc_python_10_27:cc_python_27,cc_python_11 + cc_python_10 + cc_python_27,cluster_7,mi_vs_tokens,mi,tokens
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,7,40,cluster_8/tuple_28:cc_python_28_3:cc_python_3_29:cc_python_29,cc_python_28 + cc_python_3 + cc_python_29,cluster_8,logprob_vs_tokens,logprob,tokens
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,8,29,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cc_python_12 + cc_python_2 + cc_python_11,cluster_6,logprob_vs_tokens,logprob,tokens
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,9,24,cluster_5/tuple_5:cc_python_5_29:cc_python_29_7:cc_python_7,cc_python_5 + cc_python_29 + cc_python_7,cluster_5,mi_vs_logprob,mi,logprob
U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2,https://zzigak.github.io/refactor_study/?id=U2EAEE0DC2&debugKey=xR9mK2nP7qL4wZ8v,10,7,cluster_3/tuple_16:cc_python_16_19:cc_python_19_23:cc_python_23,cc_python_16 + cc_python_19 + cc_python_23,cluster_3,mi_vs_logprob,mi,logprob
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,1,19,cluster_4/tuple_8:cc_python_8_9:cc_python_9_3:cc_python_3,cc_python_8 + cc_python_9 + cc_python_3,cluster_4,mi_vs_tokens,mi,tokens
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,2,35,cluster_7/tuple_16:cc_python_16_25:cc_python_25_19:cc_python_19,cc_python_16 + cc_python_25 + cc_python_19,cluster_7,mi_vs_tokens,mi,tokens
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,3,9,cluster_3/tuple_6:cc_python_6_21:cc_python_21_9:cc_python_9,cc_python_6 + cc_python_21 + cc_python_9,cluster_3,mi_vs_logprob,mi,logprob
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,4,18,cluster_4/tuple_8:cc_python_8_9:cc_python_9_3:cc_python_3,cc_python_8 + cc_python_9 + cc_python_3,cluster_4,mi_vs_logprob,mi,logprob
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,5,2,cluster_0/tuple_29:cc_python_29_19:cc_python_19_13:cc_python_13,cc_python_29 + cc_python_19 + cc_python_13,cluster_0,logprob_vs_tokens,logprob,tokens
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,6,24,cluster_5/tuple_5:cc_python_5_29:cc_python_29_7:cc_python_7,cc_python_5 + cc_python_29 + cc_python_7,cluster_5,mi_vs_logprob,mi,logprob
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,7,21,cluster_5/tuple_28:cc_python_28_1:cc_python_1_19:cc_python_19,cc_python_28 + cc_python_1 + cc_python_19,cluster_5,mi_vs_logprob,mi,logprob
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,8,40,cluster_8/tuple_28:cc_python_28_3:cc_python_3_29:cc_python_29,cc_python_28 + cc_python_3 + cc_python_29,cluster_8,logprob_vs_tokens,logprob,tokens
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,9,6,cluster_2/tuple_5:cc_python_5_26:cc_python_26_22:cc_python_22,cc_python_5 + cc_python_26 + cc_python_22,cluster_2,logprob_vs_tokens,logprob,tokens
U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6,https://zzigak.github.io/refactor_study/?id=U3CFDFE0B6&debugKey=xR9mK2nP7qL4wZ8v,10,42,cluster_9/tuple_17:cc_python_17_16:cc_python_16_19:cc_python_19,cc_python_17 + cc_python_16 + cc_python_19,cluster_9,logprob_vs_tokens,logprob,tokens
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,1,44,cluster_9/tuple_8:cc_python_8_10:cc_python_10_20:cc_python_20,cc_python_8 + cc_python_10 + cc_python_20,cluster_9,logprob_vs_tokens,logprob,tokens
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,2,1,cluster_0/tuple_29:cc_python_29_19:cc_python_19_13:cc_python_13,cc_python_29 + cc_python_19 + cc_python_13,cluster_0,mi_vs_tokens,mi,tokens
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,3,43,cluster_9/tuple_8:cc_python_8_10:cc_python_10_20:cc_python_20,cc_python_8 + cc_python_10 + cc_python_20,cluster_9,mi_vs_logprob,mi,logprob
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,4,0,cluster_0/tuple_29:cc_python_29_19:cc_python_19_13:cc_python_13,cc_python_29 + cc_python_19 + cc_python_13,cluster_0,mi_vs_logprob,mi,logprob
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,5,28,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cc_python_12 + cc_python_2 + cc_python_11,cluster_6,mi_vs_tokens,mi,tokens
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,6,20,cluster_4/tuple_8:cc_python_8_9:cc_python_9_3:cc_python_3,cc_python_8 + cc_python_9 + cc_python_3,cluster_4,logprob_vs_tokens,logprob,tokens
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,7,2,cluster_0/tuple_29:cc_python_29_19:cc_python_19_13:cc_python_13,cc_python_29 + cc_python_19 + cc_python_13,cluster_0,logprob_vs_tokens,logprob,tokens
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,8,8,cluster_3/tuple_16:cc_python_16_19:cc_python_19_23:cc_python_23,cc_python_16 + cc_python_19 + cc_python_23,cluster_3,logprob_vs_tokens,logprob,tokens
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,9,36,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cc_python_24 + cc_python_15 + cc_python_10,cluster_8,mi_vs_logprob,mi,logprob
U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE,https://zzigak.github.io/refactor_study/?id=U3FB15CABE&debugKey=xR9mK2nP7qL4wZ8v,10,32,cluster_7/tuple_11:cc_python_11_10:cc_python_10_27:cc_python_27,cc_python_11 + cc_python_10 + cc_python_27,cluster_7,mi_vs_logprob,mi,logprob
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,1,36,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cc_python_24 + cc_python_15 + cc_python_10,cluster_8,mi_vs_logprob,mi,logprob
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,2,3,cluster_1/tuple_2:cc_python_2_27:cc_python_27_5:cc_python_5,cc_python_2 + cc_python_27 + cc_python_5,cluster_1,mi_vs_logprob,mi,logprob
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,3,33,cluster_7/tuple_11:cc_python_11_10:cc_python_10_27:cc_python_27,cc_python_11 + cc_python_10 + cc_python_27,cluster_7,mi_vs_tokens,mi,tokens
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,4,11,cluster_3/tuple_6:cc_python_6_21:cc_python_21_9:cc_python_9,cc_python_6 + cc_python_21 + cc_python_9,cluster_3,logprob_vs_tokens,logprob,tokens
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,5,19,cluster_4/tuple_8:cc_python_8_9:cc_python_9_3:cc_python_3,cc_python_8 + cc_python_9 + cc_python_3,cluster_4,mi_vs_tokens,mi,tokens
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,6,34,cluster_7/tuple_16:cc_python_16_25:cc_python_25_19:cc_python_19,cc_python_16 + cc_python_25 + cc_python_19,cluster_7,mi_vs_logprob,mi,logprob
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,7,6,cluster_2/tuple_5:cc_python_5_26:cc_python_26_22:cc_python_22,cc_python_5 + cc_python_26 + cc_python_22,cluster_2,logprob_vs_tokens,logprob,tokens
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,8,28,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cc_python_12 + cc_python_2 + cc_python_11,cluster_6,mi_vs_tokens,mi,tokens
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,9,5,cluster_2/tuple_5:cc_python_5_26:cc_python_26_22:cc_python_22,cc_python_5 + cc_python_26 + cc_python_22,cluster_2,mi_vs_tokens,mi,tokens
U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6,https://zzigak.github.io/refactor_study/?id=U5B2DC4BA6&debugKey=xR9mK2nP7qL4wZ8v,10,44,cluster_9/tuple_8:cc_python_8_10:cc_python_10_20:cc_python_20,cc_python_8 + cc_python_10 + cc_python_20,cluster_9,logprob_vs_tokens,logprob,tokens
U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB&debugKey=xR9mK2nP7qL4wZ8v,1,34,cluster_7/tuple_16:cc_python_16_25:cc_python_25_19:cc_python_19,cc_python_16 + cc_python_25 + cc_python_19,cluster_7,mi_vs_logprob,mi,logprob
U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB&debugKey=xR9mK2nP7qL4wZ8v,2,39,cluster_8/tuple_28:cc_python_28_3:cc_python_3_29:cc_python_29,cc_python_28 + cc_python_3 + cc_python_29,cluster_8,mi_vs_tokens,mi,tokens
U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB&debugKey=xR9mK2nP7qL4wZ8v,3,16,cluster_4/tuple_28:cc_python_28_4:cc_python_4_11:cc_python_11_good,cc_python_28 + cc_python_4 + cc_python_11,cluster_4,mi_vs_tokens,mi,tokens
U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB&debugKey=xR9mK2nP7qL4wZ8v,4,29,cluster_6/tuple_12:cc_python_12_2:cc_python_2_11:cc_python_11,cc_python_12 + cc_python_2 + cc_python_11,cluster_6,logprob_vs_tokens,logprob,tokens
U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB&debugKey=xR9mK2nP7qL4wZ8v,5,0,cluster_0/tuple_29:cc_python_29_19:cc_python_19_13:cc_python_13,cc_python_29 + cc_python_19 + cc_python_13,cluster_0,mi_vs_logprob,mi,logprob
U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB&debugKey=xR9mK2nP7qL4wZ8v,6,42,cluster_9/tuple_17:cc_python_17_16:cc_python_16_19:cc_python_19,cc_python_17 + cc_python_16 + cc_python_19,cluster_9,logprob_vs_tokens,logprob,tokens
U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB,https://zzigak.github.io/refactor_study/?id=U66C155BCB&debugKey=xR9mK2nP7qL4wZ8v,7,37,cluster_8/tuple_24:cc_python_24_15:cc_python_15_10:cc_python_10,cc_python_24 + cc_python_15 + cc_python_10,cluster_8,logprob_vs_tokens,logprob,tokens
